Criterion ID,Parent ID,Category
983,68,/Shopping/Apparel/Athletic Apparel
1407,983,/Shopping/Apparel/Athletic Apparel/Cycling Apparel
984,68,/Shopping/Apparel/Casual Apparel
1845,984,/Shopping/Apparel/Casual Apparel/Denim Wear
428,984,/Shopping/Apparel/Casual Apparel/T-Shirts
985,68,/Shopping/Apparel/Children's Clothing
124,68,/Shopping/Apparel/Clothing Accessories
350,124,/Shopping/Apparel/Clothing Accessories/Gems & Jewelry
1860,350,/Shopping/Apparel/Clothing Accessories/Gems & Jewelry/Necklaces
1486,350,/Shopping/Apparel/Clothing Accessories/Gems & Jewelry/Rings
986,124,/Shopping/Apparel/Clothing Accessories/Handbags & Purses
1861,124,/Shopping/Apparel/Clothing Accessories/Socks & Hosiery
987,124,/Shopping/Apparel/Clothing Accessories/Watches
988,68,/Shopping/Apparel/Costumes
989,68,/Shopping/Apparel/Eyewear
1487,989,/Shopping/Apparel/Eyewear/Sunglasses
697,68,/Shopping/Apparel/Footwear
1488,697,/Shopping/Apparel/Footwear/Athletic Shoes
1489,697,/Shopping/Apparel/Footwear/Boots
1490,697,/Shopping/Apparel/Footwear/Casual Shoes
990,68,/Shopping/Apparel/Formal Wear
1597,990,/Shopping/Apparel/Formal Wear/Bridal Wear
991,68,/Shopping/Apparel/Headwear
992,68,/Shopping/Apparel/Men's Clothing
993,68,/Shopping/Apparel/Outerwear
1855,68,/Shopping/Apparel/Pants & Shorts
1874,68,/Shopping/Apparel/Shirts & Tops
994,68,/Shopping/Apparel/Sleepwear
1598,68,/Shopping/Apparel/Suits & Business Attire
995,68,/Shopping/Apparel/Swimwear
530,68,/Shopping/Apparel/Undergarments
996,68,/Shopping/Apparel/Uniforms & Workwear
997,68,/Shopping/Apparel/Women's Clothing
1632,997,/Shopping/Apparel/Women's Clothing/Dresses
1631,997,/Shopping/Apparel/Women's Clothing/Skirts
292,18,/Shopping/Auctions
61,18,/Shopping/Classifieds
69,18,/Shopping/Consumer Resources
97,69,/Shopping/Consumer Resources/Consumer Advocacy & Protection
365,69,/Shopping/Consumer Resources/Coupons & Discount Offers
450,69,/Shopping/Consumer Resources/Customer Services
1309,450,/Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs
567,450,/Shopping/Consumer Resources/Customer Services/Technical Support & Repair
451,450,/Shopping/Consumer Resources/Customer Services/Warranties & Service Contracts
1504,69,/Shopping/Consumer Resources/Identity Theft Protection
353,69,/Shopping/Consumer Resources/Product Reviews & Price Comparisons
352,353,/Shopping/Consumer Resources/Product Reviews & Price Comparisons/Price Comparisons
1505,18,/Shopping/Discount & Outlet Stores
1143,18,/Shopping/Entertainment Media
1144,1143,/Shopping/Entertainment Media/Entertainment Media Rentals
70,18,/Shopping/Gifts & Special Event Items
1506,70,/Shopping/Gifts & Special Event Items/Custom & Personalized Items
323,70,/Shopping/Gifts & Special Event Items/Flowers
99,70,/Shopping/Gifts & Special Event Items/Gifts
1756,99,/Shopping/Gifts & Special Event Items/Gifts/Gift Baskets
100,70,/Shopping/Gifts & Special Event Items/Greeting Cards
324,70,/Shopping/Gifts & Special Event Items/Party & Holiday Supplies
1507,18,/Shopping/Green & Eco-Friendly Shopping
696,18,/Shopping/Luxury Goods
73,18,/Shopping/Mass Merchants & Department Stores
576,18,/Shopping/Photo & Video Services
1757,576,/Shopping/Photo & Video Services/Event & Studio Photography
1758,576,/Shopping/Photo & Video Services/Photo Printing Services
574,576,/Shopping/Photo & Video Services/Stock Photography
531,18,/Shopping/Shopping Portals
1210,18,/Shopping/Swap Meets & Outdoor Markets
432,18,/Shopping/Toys
1580,432,/Shopping/Toys/Action Figures
1581,432,/Shopping/Toys/Building Toys
1587,432,/Shopping/Toys/Die-cast & Toy Vehicles
1582,432,/Shopping/Toys/Dolls & Accessories
1588,432,/Shopping/Toys/Outdoor Toys & Play Equipment
1589,432,/Shopping/Toys/Puppets
1586,432,/Shopping/Toys/Ride-On Toys & Wagons
1583,432,/Shopping/Toys/Stuffed Toys
1225,18,/Shopping/Wholesalers & Liquidators
20,0,/Sports
1666,20,/Sports/Animal Sports
568,1666,/Sports/Animal Sports/Equestrian
1073,20,/Sports/College Sports
514,20,/Sports/Combat Sports
515,514,/Sports/Combat Sports/Boxing
1669,514,/Sports/Combat Sports/Fencing
516,514,/Sports/Combat Sports/Martial Arts
1670,516,/Sports/Combat Sports/Martial Arts/Capoeira
1671,516,/Sports/Combat Sports/Martial Arts/Chinese Martial Arts
1676,1671,/Sports/Combat Sports/Martial Arts/Chinese Martial Arts/Tai Chi & Internal Martial Arts
1672,516,/Sports/Combat Sports/Martial Arts/Japanese Martial Arts
1677,1672,/Sports/Combat Sports/Martial Arts/Japanese Martial Arts/Jujutsu
1678,1672,/Sports/Combat Sports/Martial Arts/Japanese Martial Arts/Karate
1673,516,/Sports/Combat Sports/Martial Arts/Kickboxing
1674,516,/Sports/Combat Sports/Martial Arts/Mixed Martial Arts
1679,1674,/Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC)
1675,516,/Sports/Combat Sports/Martial Arts/Taekwondo
512,514,/Sports/Combat Sports/Wrestling
1680,512,/Sports/Combat Sports/Wrestling/Amateur & Sport Wrestling
1681,512,/Sports/Combat Sports/Wrestling/Professional Wrestling
1682,1681,/Sports/Combat Sports/Wrestling/Professional Wrestling/World Wrestling Entertainment (WWE)
554,20,/Sports/Extreme Sports
1683,554,/Sports/Extreme Sports/Climbing & Mountaineering
998,20,/Sports/Fantasy Sports
1000,20,/Sports/Individual Sports
1016,1000,/Sports/Individual Sports/Bowling
458,1000,/Sports/Individual Sports/Cycling
261,1000,/Sports/Individual Sports/Golf
519,1000,/Sports/Individual Sports/Gymnastics
262,1000,/Sports/Individual Sports/Racquet Sports
1376,262,/Sports/Individual Sports/Racquet Sports/Tennis
541,1000,/Sports/Individual Sports/Running & Walking
1126,1000,/Sports/Individual Sports/Skate Sports
518,1000,/Sports/Individual Sports/Track & Field
1198,20,/Sports/International Sports Competitions
513,1198,/Sports/International Sports Competitions/Olympics
180,20,/Sports/Motor Sports
1595,180,/Sports/Motor Sports/Auto Racing
1596,180,/Sports/Motor Sports/Motorcycle Racing
1599,20,/Sports/Sport Scores & Statistics
263,20,/Sports/Sporting Goods
1611,263,/Sports/Sporting Goods/American Football Equipment
1612,263,/Sports/Sporting Goods/Baseball Equipment
1613,263,/Sports/Sporting Goods/Basketball Equipment
1615,263,/Sports/Sporting Goods/Bowling Equipment
1616,263,/Sports/Sporting Goods/Combat Sports Equipment
1633,1616,/Sports/Sporting Goods/Combat Sports Equipment/Boxing Gloves & Gear
1634,1616,/Sports/Sporting Goods/Combat Sports Equipment/Martial Arts Equipment
1617,263,/Sports/Sporting Goods/Cricket Equipment
1618,263,/Sports/Sporting Goods/Equestrian Equipment & Tack
1619,263,/Sports/Sporting Goods/Golf Equipment
1620,263,/Sports/Sporting Goods/Gymnastics Equipment
1621,263,/Sports/Sporting Goods/Hockey Equipment
1622,263,/Sports/Sporting Goods/Ice Skating Equipment
1623,263,/Sports/Sporting Goods/Roller Skating & Rollerblading Equipment
1624,263,/Sports/Sporting Goods/Skateboarding Equipment
1614,263,/Sports/Sporting Goods/Soccer Equipment
1083,263,/Sports/Sporting Goods/Sports Memorabilia
1625,263,/Sports/Sporting Goods/Squash & Racquetball Equipment
1627,263,/Sports/Sporting Goods/Table Tennis Equipment
1628,263,/Sports/Sporting Goods/Tennis Equipment
1629,263,/Sports/Sporting Goods/Volleyball Equipment
1626,263,/Sports/Sporting Goods/Water Sports Equipment
1630,263,/Sports/Sporting Goods/Winter Sports Equipment
1635,1630,/Sports/Sporting Goods/Winter Sports Equipment/Skiing Equipment
1636,1630,/Sports/Sporting Goods/Winter Sports Equipment/Snowboarding Gear
1082,20,/Sports/Sports Coaching & Training
1804,20,/Sports/Sports Fan Gear & Apparel
1001,20,/Sports/Team Sports
258,1001,/Sports/Team Sports/American Football
1508,1001,/Sports/Team Sports/Australian Football
259,1001,/Sports/Team Sports/Baseball
264,1001,/Sports/Team Sports/Basketball
534,1001,/Sports/Team Sports/Cheerleading
296,1001,/Sports/Team Sports/Cricket
1017,1001,/Sports/Team Sports/Handball
260,1001,/Sports/Team Sports/Hockey
517,1001,/Sports/Team Sports/Rugby
294,1001,/Sports/Team Sports/Soccer
699,1001,/Sports/Team Sports/Volleyball
118,20,/Sports/Water Sports
1593,118,/Sports/Water Sports/Surfing
1594,118,/Sports/Water Sports/Swimming
265,20,/Sports/Winter Sports
1149,265,/Sports/Winter Sports/Ice Skating
1148,265,/Sports/Winter Sports/Skiing & Snowboarding
67,0,/Travel & Transportation
179,67,/Travel & Transportation/Hotels & Accommodations
1711,179,/Travel & Transportation/Hotels & Accommodations/Vacation Rentals & Short-Term Stays
1003,67,/Travel & Transportation/Luggage & Travel Accessories
1873,1003,/Travel & Transportation/Luggage & Travel Accessories/Backpacks & Utility Bags
1004,67,/Travel & Transportation/Specialty Travel
707,1004,/Travel & Transportation/Specialty Travel/Adventure Travel
1389,1004,/Travel & Transportation/Specialty Travel/Agritourism
1005,1004,/Travel & Transportation/Specialty Travel/Ecotourism
1887,1004,/Travel & Transportation/Specialty Travel/Family Travel
1888,1004,/Travel & Transportation/Specialty Travel/Honeymoons & Romantic Getaways
1854,1004,/Travel & Transportation/Specialty Travel/Religious Travel
208,67,/Travel & Transportation/Tourist Destinations
1074,208,/Travel & Transportation/Tourist Destinations/Beaches & Islands
1006,208,/Travel & Transportation/Tourist Destinations/Historical Sites & Buildings
1120,208,/Travel & Transportation/Tourist Destinations/Lakes & Rivers
1119,208,/Travel & Transportation/Tourist Destinations/Mountain & Ski Resorts
1007,208,/Travel & Transportation/Tourist Destinations/Regional Parks & Gardens
1008,208,/Travel & Transportation/Tourist Destinations/Theme Parks
1391,208,/Travel & Transportation/Tourist Destinations/Vineyards & Wine Tourism
1009,208,"/Travel & Transportation/Tourist Destinations/Zoos, Aquariums & Preserves"
1889,67,/Travel & Transportation/Transportation
203,1889,/Travel & Transportation/Transportation/Air Travel
205,1889,/Travel & Transportation/Transportation/Car Rentals
1339,1889,/Travel & Transportation/Transportation/Carpooling
1699,1889,/Travel & Transportation/Transportation/Chartered Transportation Rentals
206,1889,/Travel & Transportation/Transportation/Cruises & Charters
708,1889,/Travel & Transportation/Transportation/Long Distance Bus & Rail
1306,1889,/Travel & Transportation/Transportation/Parking
1245,1306,/Travel & Transportation/Transportation/Parking/Airport Parking & Transportation
1891,1889,/Travel & Transportation/Transportation/Taxi & Ride Hail Services
685,1889,/Travel & Transportation/Transportation/Traffic & Route Planners
667,1889,/Travel & Transportation/Transportation/Urban Transit
1010,67,/Travel & Transportation/Travel Agencies & Services
1878,1010,/Travel & Transportation/Travel Agencies & Services/Guided Tours & Escorted Vacations
1390,1010,/Travel & Transportation/Travel Agencies & Services/Sightseeing Tours
1392,1010,/Travel & Transportation/Travel Agencies & Services/Tourist Boards & Visitor Centers
1019,1010,/Travel & Transportation/Travel Agencies & Services/Vacation Offers
1011,67,/Travel & Transportation/Travel Guides & Travelogues
5000,0,/World Localities
5001,5000,/World Localities/Africa
5002,5001,/World Localities/Africa/Eastern Africa
5003,5002,/World Localities/Africa/Eastern Africa/Ethiopia
5004,5002,/World Localities/Africa/Eastern Africa/Kenya
5005,5004,/World Localities/Africa/Eastern Africa/Kenya/Nairobi
5621,5002,/World Localities/Africa/Eastern Africa/Madagascar
5714,5002,/World Localities/Africa/Eastern Africa/Malawi
5634,5002,/World Localities/Africa/Eastern Africa/Mozambique
5473,5002,/World Localities/Africa/Eastern Africa/Rwanda
5591,5002,/World Localities/Africa/Eastern Africa/Somalia
5006,5002,/World Localities/Africa/Eastern Africa/Tanzania
5007,5002,/World Localities/Africa/Eastern Africa/Uganda
5671,5002,/World Localities/Africa/Eastern Africa/Zambia
5008,5002,/World Localities/Africa/Eastern Africa/Zimbabwe
5009,5008,/World Localities/Africa/Eastern Africa/Zimbabwe/Harare
5010,5001,/World Localities/Africa/Middle Africa
5636,5010,/World Localities/Africa/Middle Africa/Angola
5635,5010,/World Localities/Africa/Middle Africa/Cameroon
5715,5010,/World Localities/Africa/Middle Africa/Chad
5011,5010,/World Localities/Africa/Middle Africa/Congo (DR)
5012,5011,/World Localities/Africa/Middle Africa/Congo (DR)/Kinshasa
5013,5001,/World Localities/Africa/Northern Africa
5014,5013,/World Localities/Africa/Northern Africa/Algeria
5015,5013,/World Localities/Africa/Northern Africa/Egypt
5016,5015,/World Localities/Africa/Northern Africa/Egypt/Cairo
5633,5013,/World Localities/Africa/Northern Africa/Libya
5017,5013,/World Localities/Africa/Northern Africa/Morocco
5018,5013,/World Localities/Africa/Northern Africa/Sudan
5019,5013,/World Localities/Africa/Northern Africa/Tunisia
5020,5001,/World Localities/Africa/Southern Africa
5713,5020,/World Localities/Africa/Southern Africa/Botswana
5021,5020,/World Localities/Africa/Southern Africa/South Africa
5022,5021,/World Localities/Africa/Southern Africa/South Africa/Cape Town
5023,5021,/World Localities/Africa/Southern Africa/South Africa/Johannesburg
5024,5001,/World Localities/Africa/Western Africa
5712,5024,/World Localities/Africa/Western Africa/Burkina Faso
5637,5024,/World Localities/Africa/Western Africa/Côte d'Ivoire
5025,5024,/World Localities/Africa/Western Africa/Ghana
5711,5024,/World Localities/Africa/Western Africa/Mali
5710,5024,/World Localities/Africa/Western Africa/Niger
5026,5024,/World Localities/Africa/Western Africa/Nigeria
5027,5026,/World Localities/Africa/Western Africa/Nigeria/Lagos
5653,5024,/World Localities/Africa/Western Africa/Senegal
5028,5000,/World Localities/Asia
5029,5028,/World Localities/Asia/Central Asia
5030,5029,/World Localities/Asia/Central Asia/Kazakhstan
5574,5029,/World Localities/Asia/Central Asia/Kyrgyzstan
5579,5029,/World Localities/Asia/Central Asia/Tajikistan
5580,5029,/World Localities/Asia/Central Asia/Turkmenistan
5031,5029,/World Localities/Asia/Central Asia/Uzbekistan
5032,5028,/World Localities/Asia/East Asia
5033,5032,/World Localities/Asia/East Asia/China
5364,5033,/World Localities/Asia/East Asia/China/Eastern China
5392,5364,/World Localities/Asia/East Asia/China/Eastern China/Jiangsu
5666,5392,/World Localities/Asia/East Asia/China/Eastern China/Jiangsu/Nanjing
5040,5364,/World Localities/Asia/East Asia/China/Eastern China/Shanghai
5393,5364,/World Localities/Asia/East Asia/China/Eastern China/Zhejiang
5039,5393,/World Localities/Asia/East Asia/China/Eastern China/Zhejiang/Hangzhou
5367,5033,/World Localities/Asia/East Asia/China/North Central China
5034,5367,/World Localities/Asia/East Asia/China/North Central China/Beijing
5401,5367,/World Localities/Asia/East Asia/China/North Central China/Hebei
5399,5367,/World Localities/Asia/East Asia/China/North Central China/Henan
5664,5367,/World Localities/Asia/East Asia/China/North Central China/Inner Mongolia
5400,5367,/World Localities/Asia/East Asia/China/North Central China/Shandong
5660,5367,/World Localities/Asia/East Asia/China/North Central China/Shanxi
5043,5367,/World Localities/Asia/East Asia/China/North Central China/Tianjin
5363,5033,/World Localities/Asia/East Asia/China/Northeast China
5391,5363,/World Localities/Asia/East Asia/China/Northeast China/Heilongjiang
5667,5391,/World Localities/Asia/East Asia/China/Northeast China/Heilongjiang/Harbin
5643,5363,/World Localities/Asia/East Asia/China/Northeast China/Jilin
5035,5643,/World Localities/Asia/East Asia/China/Northeast China/Jilin/Changchun
5390,5363,/World Localities/Asia/East Asia/China/Northeast China/Liaoning
5041,5390,/World Localities/Asia/East Asia/China/Northeast China/Liaoning/Shenyang
5368,5033,/World Localities/Asia/East Asia/China/Northwest China
5661,5368,/World Localities/Asia/East Asia/China/Northwest China/Gansu
5662,5368,/World Localities/Asia/East Asia/China/Northwest China/Ningxia
5663,5368,/World Localities/Asia/East Asia/China/Northwest China/Qinghai
5402,5368,/World Localities/Asia/East Asia/China/Northwest China/Shaanxi
5046,5402,/World Localities/Asia/East Asia/China/Northwest China/Shaanxi/Xi'an
5403,5368,/World Localities/Asia/East Asia/China/Northwest China/Xinjiang
5366,5033,/World Localities/Asia/East Asia/China/South Central China
5655,5366,/World Localities/Asia/East Asia/China/South Central China/Anhui
5036,5366,/World Localities/Asia/East Asia/China/South Central China/Chongqing
5397,5366,/World Localities/Asia/East Asia/China/South Central China/Hubei
5045,5397,/World Localities/Asia/East Asia/China/South Central China/Hubei/Wuhan
5398,5366,/World Localities/Asia/East Asia/China/South Central China/Hunan
5658,5366,/World Localities/Asia/East Asia/China/South Central China/Jiangxi
5396,5366,/World Localities/Asia/East Asia/China/South Central China/Sichuan
5881,5396,/World Localities/Asia/East Asia/China/South Central China/Sichuan/Chengdu
5365,5033,/World Localities/Asia/East Asia/China/Southeast China
5394,5365,/World Localities/Asia/East Asia/China/Southeast China/Fujian
5395,5365,/World Localities/Asia/East Asia/China/Southeast China/Guangdong
5037,5395,/World Localities/Asia/East Asia/China/Southeast China/Guangdong/Dongguan
5038,5395,/World Localities/Asia/East Asia/China/Southeast China/Guangdong/Guangzhou
5042,5395,/World Localities/Asia/East Asia/China/Southeast China/Guangdong/Shenzhen
5665,5365,/World Localities/Asia/East Asia/China/Southeast China/Hainan
5369,5033,/World Localities/Asia/East Asia/China/Southwest China
5656,5369,/World Localities/Asia/East Asia/China/Southwest China/Guangxi
5659,5369,/World Localities/Asia/East Asia/China/Southwest China/Guizhou
5044,5369,/World Localities/Asia/East Asia/China/Southwest China/Tibet
5657,5369,/World Localities/Asia/East Asia/China/Southwest China/Yunnan
5047,5032,/World Localities/Asia/East Asia/Hong Kong
5048,5032,/World Localities/Asia/East Asia/Japan
5382,5048,/World Localities/Asia/East Asia/Japan/Chubu
5723,5382,/World Localities/Asia/East Asia/Japan/Chubu/Aichi
5049,5723,/World Localities/Asia/East Asia/Japan/Chubu/Aichi/Nagoya
5725,5382,/World Localities/Asia/East Asia/Japan/Chubu/Fukui
5730,5382,/World Localities/Asia/East Asia/Japan/Chubu/Gifu
5729,5382,/World Localities/Asia/East Asia/Japan/Chubu/Ishikawa
5726,5382,/World Localities/Asia/East Asia/Japan/Chubu/Nagano
5727,5382,/World Localities/Asia/East Asia/Japan/Chubu/Niigata
5731,5382,/World Localities/Asia/East Asia/Japan/Chubu/Shizuoka
5724,5382,/World Localities/Asia/East Asia/Japan/Chubu/Toyama
5728,5382,/World Localities/Asia/East Asia/Japan/Chubu/Yamanashi
5385,5048,/World Localities/Asia/East Asia/Japan/Chugoku
5735,5385,/World Localities/Asia/East Asia/Japan/Chugoku/Hiroshima
5736,5385,/World Localities/Asia/East Asia/Japan/Chugoku/Okayama
5734,5385,/World Localities/Asia/East Asia/Japan/Chugoku/Shimane
5732,5385,/World Localities/Asia/East Asia/Japan/Chugoku/Tottori
5733,5385,/World Localities/Asia/East Asia/Japan/Chugoku/Yamaguchi
5381,5048,/World Localities/Asia/East Asia/Japan/Hokkaido
5051,5381,/World Localities/Asia/East Asia/Japan/Hokkaido/Sapporo
5383,5048,/World Localities/Asia/East Asia/Japan/Kansai
5737,5383,/World Localities/Asia/East Asia/Japan/Kansai/Hyogo
5406,5737,/World Localities/Asia/East Asia/Japan/Kansai/Hyogo/Kobe
5407,5383,/World Localities/Asia/East Asia/Japan/Kansai/Kyoto
5741,5383,/World Localities/Asia/East Asia/Japan/Kansai/Mie
5739,5383,/World Localities/Asia/East Asia/Japan/Kansai/Nara
5050,5383,/World Localities/Asia/East Asia/Japan/Kansai/Osaka
5738,5383,/World Localities/Asia/East Asia/Japan/Kansai/Shiga
5740,5383,/World Localities/Asia/East Asia/Japan/Kansai/Wakayama
5377,5048,/World Localities/Asia/East Asia/Japan/Kanto
5742,5377,/World Localities/Asia/East Asia/Japan/Kanto/Chiba
5745,5377,/World Localities/Asia/East Asia/Japan/Kanto/Gunma
5746,5377,/World Localities/Asia/East Asia/Japan/Kanto/Ibaraki
5744,5377,/World Localities/Asia/East Asia/Japan/Kanto/Kanagawa
5764,5744,/World Localities/Asia/East Asia/Japan/Kanto/Kanagawa/Kawasaki
5404,5744,/World Localities/Asia/East Asia/Japan/Kanto/Kanagawa/Yokohama
5743,5377,/World Localities/Asia/East Asia/Japan/Kanto/Saitama
5747,5377,/World Localities/Asia/East Asia/Japan/Kanto/Tochigi
5052,5377,/World Localities/Asia/East Asia/Japan/Kanto/Tokyo
5380,5048,/World Localities/Asia/East Asia/Japan/Kyushu
5405,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Fukuoka
5752,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Kagoshima
5753,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Kumamoto
5751,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Miyazaki
5749,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Nagasaki
5750,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Oita
5748,5380,/World Localities/Asia/East Asia/Japan/Kyushu/Saga
5379,5048,/World Localities/Asia/East Asia/Japan/Okinawa
5384,5048,/World Localities/Asia/East Asia/Japan/Shikoku
5755,5384,/World Localities/Asia/East Asia/Japan/Shikoku/Ehime
5754,5384,/World Localities/Asia/East Asia/Japan/Shikoku/Kagawa
5757,5384,/World Localities/Asia/East Asia/Japan/Shikoku/Kochi
5756,5384,/World Localities/Asia/East Asia/Japan/Shikoku/Tokushima
5378,5048,/World Localities/Asia/East Asia/Japan/Tohoku
5759,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Akita
5758,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Aomori
5763,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Fukushima
5760,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Iwate
5762,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Miyagi
5765,5762,/World Localities/Asia/East Asia/Japan/Tohoku/Miyagi/Sendai
5761,5378,/World Localities/Asia/East Asia/Japan/Tohoku/Yamagata
5355,5032,/World Localities/Asia/East Asia/Macau
5577,5032,/World Localities/Asia/East Asia/Mongolia
5053,5032,/World Localities/Asia/East Asia/North Korea
5054,5032,/World Localities/Asia/East Asia/South Korea
5672,5054,/World Localities/Asia/East Asia/South Korea/Gangwon
5375,5054,/World Localities/Asia/East Asia/South Korea/Gyeonggi
5370,5375,/World Localities/Asia/East Asia/South Korea/Gyeonggi/Incheon
5371,5054,/World Localities/Asia/East Asia/South Korea/Jeju
5678,5054,/World Localities/Asia/East Asia/South Korea/North Chungcheong
5674,5054,/World Localities/Asia/East Asia/South Korea/North Gyeongsang
5055,5674,/World Localities/Asia/East Asia/South Korea/North Gyeongsang/Daegu
5676,5054,/World Localities/Asia/East Asia/South Korea/North Jeolla
5057,5054,/World Localities/Asia/East Asia/South Korea/Seoul
5677,5054,/World Localities/Asia/East Asia/South Korea/South Chungcheong
5374,5677,/World Localities/Asia/East Asia/South Korea/South Chungcheong/Daejeon
5673,5054,/World Localities/Asia/East Asia/South Korea/South Gyeongsang
5372,5673,/World Localities/Asia/East Asia/South Korea/South Gyeongsang/Busan
5376,5673,/World Localities/Asia/East Asia/South Korea/South Gyeongsang/Ulsan
5675,5054,/World Localities/Asia/East Asia/South Korea/South Jeolla
5373,5675,/World Localities/Asia/East Asia/South Korea/South Jeolla/Gwangju
5058,5032,/World Localities/Asia/East Asia/Taiwan
5389,5058,/World Localities/Asia/East Asia/Taiwan/Hsinchu
5386,5058,/World Localities/Asia/East Asia/Taiwan/Kaohsiung
5388,5058,/World Localities/Asia/East Asia/Taiwan/Taichung
5387,5058,/World Localities/Asia/East Asia/Taiwan/Tainan
5059,5058,/World Localities/Asia/East Asia/Taiwan/Taipei
5593,5028,/World Localities/Asia/Russia & CIS
5408,5593,/World Localities/Asia/Russia & CIS/Caucasus
5537,5408,/World Localities/Asia/Russia & CIS/Caucasus/Armenia
5538,5408,/World Localities/Asia/Russia & CIS/Caucasus/Azerbaijan
5539,5408,/World Localities/Asia/Russia & CIS/Caucasus/Georgia
5120,5593,/World Localities/Asia/Russia & CIS/Russian Federation
5606,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Far Eastern Russia
5766,5120,/World Localities/Asia/Russia & CIS/Russian Federation/North Caucasian District
5594,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Northwestern Russia
5122,5594,/World Localities/Asia/Russia & CIS/Russian Federation/Northwestern Russia/Saint Petersburg
5595,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Russian Central District
5121,5595,/World Localities/Asia/Russia & CIS/Russian Federation/Russian Central District/Moscow
5603,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Russian Southern District
5605,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Siberian Federal District
5607,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Urals District
5604,5120,/World Localities/Asia/Russia & CIS/Russian Federation/Volga District
5074,5028,/World Localities/Asia/South Asia
5075,5074,/World Localities/Asia/South Asia/Afghanistan
5076,5074,/World Localities/Asia/South Asia/Bangladesh
5910,5076,/World Localities/Asia/South Asia/Bangladesh/Dhaka
5553,5074,/World Localities/Asia/South Asia/Bhutan
5077,5074,/World Localities/Asia/South Asia/India
5515,5077,/World Localities/Asia/South Asia/India/East India
5650,5515,/World Localities/Asia/South Asia/India/East India/Bihar
5775,5515,/World Localities/Asia/South Asia/India/East India/Chhattisgarh
5654,5515,/World Localities/Asia/South Asia/India/East India/Orissa
5649,5515,/World Localities/Asia/South Asia/India/East India/West Bengal
5082,5649,/World Localities/Asia/South Asia/India/East India/West Bengal/Kolkata
5519,5077,/World Localities/Asia/South Asia/India/North India
5080,5519,/World Localities/Asia/South Asia/India/North India/Delhi
5652,5519,/World Localities/Asia/South Asia/India/North India/Madhya Pradesh
5776,5519,/World Localities/Asia/South Asia/India/North India/Punjab (India)
5644,5519,/World Localities/Asia/South Asia/India/North India/Uttar Pradesh
5520,5644,/World Localities/Asia/South Asia/India/North India/Uttar Pradesh/Agra
5514,5077,/World Localities/Asia/South Asia/India/Northeast India
5516,5077,/World Localities/Asia/South Asia/India/South India
5648,5516,/World Localities/Asia/South Asia/India/South India/Andhra Pradesh
5640,5516,/World Localities/Asia/South Asia/India/South India/Karnataka
5078,5640,/World Localities/Asia/South Asia/India/South India/Karnataka/Bangalore
5651,5516,/World Localities/Asia/South Asia/India/South India/Kerala
5885,5651,/World Localities/Asia/South Asia/India/South India/Kerala/Cochin
5639,5516,/World Localities/Asia/South Asia/India/South India/Tamil Nadu
5079,5639,/World Localities/Asia/South Asia/India/South India/Tamil Nadu/Chennai
5873,5516,/World Localities/Asia/South Asia/India/South India/Telangana
5081,5873,/World Localities/Asia/South Asia/India/South India/Telangana/Hyderabad
5517,5077,/World Localities/Asia/South Asia/India/West India
5518,5517,/World Localities/Asia/South Asia/India/West India/Goa
5647,5517,/World Localities/Asia/South Asia/India/West India/Gujarat
5882,5647,/World Localities/Asia/South Asia/India/West India/Gujarat/Ahmedabad
5645,5517,/World Localities/Asia/South Asia/India/West India/Maharashtra
5083,5645,/World Localities/Asia/South Asia/India/West India/Maharashtra/Mumbai
5883,5645,/World Localities/Asia/South Asia/India/West India/Maharashtra/Pune
5646,5517,/World Localities/Asia/South Asia/India/West India/Rajasthan
5521,5646,/World Localities/Asia/South Asia/India/West India/Rajasthan/Jaipur
5620,5074,/World Localities/Asia/South Asia/Indian Ocean Islands
5576,5620,/World Localities/Asia/South Asia/Indian Ocean Islands/Maldives
5702,5620,/World Localities/Asia/South Asia/Indian Ocean Islands/Réunion
5085,5074,/World Localities/Asia/South Asia/Nepal
5086,5074,/World Localities/Asia/South Asia/Pakistan
5087,5086,/World Localities/Asia/South Asia/Pakistan/Karachi
5088,5086,/World Localities/Asia/South Asia/Pakistan/Lahore
5089,5074,/World Localities/Asia/South Asia/Sri Lanka
5060,5028,/World Localities/Asia/Southeast Asia
